ts,n_symbols,n_1h,n_2h,n_4h,n_8h,n_other,n_pinned_live,n_at_cap_sett,n_events
2026-07-17T23:44:09+00:00,512,1,1,224,286,0,0,0,0
2026-07-17T23:54:17+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T00:04:25+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T00:14:34+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T00:24:42+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T00:34:51+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T00:44:59+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T00:55:08+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T01:05:16+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T01:15:25+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T01:25:33+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T01:35:42+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T01:45:50+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T01:55:59+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T02:06:08+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T02:16:17+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T02:26:25+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T02:46:59+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T02:57:07+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T03:07:14+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T03:17:22+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T03:27:30+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T03:37:38+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T03:47:46+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T03:57:53+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T04:08:01+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T04:18:09+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T04:28:17+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T04:38:24+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T04:48:32+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T04:58:40+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T05:08:48+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T05:18:57+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T05:29:05+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T05:39:13+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T05:49:21+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T05:59:28+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T06:09:36+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T06:19:44+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T06:29:52+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T06:40:00+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T06:50:08+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T07:00:16+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T07:10:25+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T07:20:33+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T07:41:03+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T07:51:10+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T08:01:17+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T08:11:25+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T08:21:32+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T08:31:40+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T08:41:48+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T08:51:55+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T09:02:02+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T09:12:10+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T09:22:17+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T09:32:24+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T09:42:32+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T09:52:40+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T10:02:47+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T10:12:54+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T10:23:02+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T10:33:09+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T10:43:17+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T10:53:25+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T11:03:33+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T11:13:40+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T11:23:48+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T11:33:55+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T11:44:03+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T11:54:11+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T12:04:18+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T12:14:25+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T12:34:59+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T12:45:08+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T12:55:17+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T13:05:26+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T13:15:35+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T13:25:45+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T13:35:54+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T13:46:03+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T13:56:13+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T14:06:22+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T14:16:31+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T14:26:41+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T14:36:50+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T14:47:00+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T14:57:10+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T15:07:19+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T15:17:28+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T15:27:37+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T15:37:47+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T15:47:56+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T15:58:06+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T16:08:15+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T16:18:24+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T16:28:33+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T16:38:42+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T16:48:52+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T16:59:01+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T17:09:11+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T17:29:47+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T17:39:56+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T17:50:06+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T18:00:15+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T18:10:24+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T18:20:33+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T18:30:42+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T18:40:51+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T18:51:00+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T19:01:10+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T19:11:20+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T19:21:29+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T19:31:38+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T19:41:48+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T19:51:57+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T20:02:06+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T20:12:15+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T20:22:24+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T20:32:33+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T20:42:42+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T20:52:51+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T21:03:01+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T21:13:10+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T21:23:19+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T21:33:28+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T21:43:38+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T21:53:47+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T22:03:56+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T22:24:34+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T22:34:43+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T22:44:53+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T22:55:02+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T23:05:11+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T23:15:21+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T23:25:30+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T23:35:40+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T23:45:49+00:00,512,1,1,224,286,0,0,0,0
2026-07-18T23:55:58+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T00:06:08+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T00:16:17+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T00:26:27+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T00:36:36+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T00:46:45+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T00:56:55+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T01:07:04+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T01:17:14+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T01:27:24+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T01:37:33+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T01:47:44+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T01:57:53+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T02:08:03+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T02:18:12+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T02:28:22+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T02:38:31+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T02:48:40+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T02:58:50+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T03:19:27+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T03:29:37+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T03:39:46+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T03:49:56+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T04:00:05+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T04:10:15+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T04:20:24+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T04:30:34+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T04:40:44+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T04:50:53+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T05:01:02+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T05:11:12+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T05:21:21+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T05:31:31+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T05:41:41+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T05:51:50+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T06:02:00+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T06:12:09+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T06:22:19+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T06:32:28+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T06:42:38+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T06:52:47+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T07:02:57+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T07:13:06+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T07:23:16+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T07:33:25+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T07:43:35+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T07:53:44+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T08:14:20+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T08:24:29+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T08:34:38+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T08:44:47+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T08:54:56+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T09:05:05+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T09:15:14+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T09:25:23+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T09:35:32+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T09:45:41+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T09:55:50+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T10:06:00+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T10:16:09+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T10:26:18+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T10:36:28+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T10:46:36+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T10:56:45+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T11:06:54+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T11:17:03+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T11:27:12+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T11:37:21+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T11:47:30+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T11:57:39+00:00,512,1,1,224,286,0,0,0,0
2026-07-19T12:07:48+00:00,512,1,0,225,286,0,0,0,1
2026-07-19T12:17:57+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T12:28:06+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T12:38:15+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T12:48:24+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T13:08:58+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T13:19:06+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T13:29:15+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T13:39:23+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T13:49:31+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T13:59:39+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T14:09:48+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T14:19:56+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T14:30:04+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T14:40:13+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T14:50:22+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T15:00:31+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T15:10:39+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T15:20:48+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T15:30:57+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T15:41:05+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T15:51:14+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T16:01:22+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T16:11:30+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T16:21:38+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T16:31:46+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T16:41:55+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T16:52:03+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T17:02:11+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T17:12:19+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T17:22:28+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T17:32:36+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T17:42:45+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T18:03:23+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T18:13:33+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T18:23:43+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T18:33:53+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T18:44:03+00:00,512,1,0,225,286,0,0,0,0
2026-07-19T18:54:13+00:00,512,1,0,225,286,0,0,0,0
